id,question,expected_intent,router_intent,intent_match,expected_scope,router_scope,scope_match,router_path,router_conf,fallback_reason,tools_called,expected_tools,tool_recall,location_in_args,all_pass,difficulty,notes
113,Tối nay đưa trẻ con đi chơi ở công viên Cầu Giấy có lạnh quá không?,activity_weather,activity_weather,True,poi,district,False,routed,0.9,,get_activity_advice,"get_activity_advice,get_best_time,get_uv_safe_windows,get_current_weather,get_comfort_index",True,False,False,easy,
114,Sáng mai ở Hà Nội tập thể dục ngoài trời được không?,activity_weather,activity_weather,True,city,city,True,routed,0.9,,get_activity_advice,"get_activity_advice,get_best_time,get_uv_safe_windows,get_current_weather,get_comfort_index",True,True,True,easy,
115,Cuối tuần này đi chụp ảnh ở Hồ Tây thì thời tiết có đẹp không?,activity_weather,activity_weather,True,poi,district,False,routed,0.9,,get_activity_advice,"get_activity_advice,get_best_time,get_uv_safe_windows,get_current_weather,get_comfort_index",True,True,False,medium,
116,Thứ bảy này đi xe máy từ Hà Nội về Hòa Bình có gặp mưa không?,activity_weather,activity_weather,True,city,city,True,routed,0.9,,get_activity_advice,"get_activity_advice,get_best_time,get_uv_safe_windows,get_current_weather,get_comfort_index",True,True,True,medium,Hành trình di chuyển
117,Hôm nay thời tiết Hà Nội có thích hợp để tổ chức sự kiện ngoài trời không?,activity_weather,activity_weather,True,city,city,True,routed,0.9,,get_activity_advice,"get_activity_advice,get_best_time,get_uv_safe_windows,get_current_weather,get_comfort_index",True,True,True,hard,Tiêu chí đa chiều
118,Ngày mai ở Đan Phượng có thuận lợi để làm nông ngoài trời không?,activity_weather,activity_weather,True,district,district,True,routed,0.9,,get_activity_advice,"get_activity_advice,get_best_time,get_uv_safe_windows,get_current_weather,get_comfort_index",True,True,True,medium,
119,Sáng chủ nhật ở Hồ Gươm đi bộ có bị ướt mưa không?,activity_weather,activity_weather,True,poi,district,False,routed,0.9,,get_activity_advice,"get_activity_advice,get_best_time,get_uv_safe_windows,get_current_weather,get_comfort_index",True,True,False,easy,
120,Chiều nay ở sân Mỹ Đình thời tiết có ổn để xem bóng đá ngoài trời không?,activity_weather,activity_weather,True,poi,district,False,routed,0.9,,get_activity_advice,"get_activity_advice,get_best_time,get_uv_safe_windows,get_current_weather,get_comfort_index",True,False,False,medium,
121,Hiện tại ở Hà Nội áp suất khí quyển là bao nhiêu hPa?,expert_weather_param,expert_weather_param,True,city,city,True,routed,0.9,,get_current_weather,"get_current_weather,get_comfort_index,get_pressure_trend,get_weather_history,get_uv_safe_windows",True,True,True,easy,Expert
122,Điểm sương (dew point) ở quận Đống Đa bây giờ là bao nhiêu?,expert_weather_param,expert_weather_param,True,district,district,True,routed,0.9,,,"get_current_weather,get_comfort_index,get_pressure_trend,get_weather_history,get_uv_safe_windows",False,False,False,medium,"Expert, thuật ngữ kỹ thuật"
123,"Chỉ số UV trưa nay ở Tây Hồ khoảng mức nào, có cần chống nắng mạnh không?",expert_weather_param,expert_weather_param,True,district,district,True,routed,0.9,,get_current_weather,"get_current_weather,get_comfort_index,get_pressure_trend,get_weather_history,get_uv_safe_windows",True,True,True,medium,Expert
124,Tổng lượng mưa trong ngày hôm qua ở Gia Lâm là bao nhiêu mm?,expert_weather_param,expert_weather_param,True,district,district,True,routed,0.9,,,"get_current_weather,get_comfort_index,get_pressure_trend,get_weather_history,get_uv_safe_windows",False,False,False,easy,Expert
125,Độ che phủ mây chiều nay ở Ba Đình khoảng bao nhiêu phần trăm?,expert_weather_param,expert_weather_param,True,district,district,True,routed,0.9,,get_current_weather,"get_current_weather,get_comfort_index,get_pressure_trend,get_weather_history,get_uv_safe_windows",True,True,True,easy,Expert
126,Chỉ số cảm giác lạnh do gió (wind chill) tối nay ở Hà Nội là bao nhiêu?,expert_weather_param,expert_weather_param,True,city,city,True,routed,0.9,,,"get_current_weather,get_comfort_index,get_pressure_trend,get_weather_history,get_uv_safe_windows",False,False,False,hard,"Expert, công thức wind chill"
127,Gió giật mạnh nhất hôm nay ở Hà Nội là bao nhiêu m/s?,expert_weather_param,expert_weather_param,True,city,city,True,routed,0.9,,get_current_weather,"get_current_weather,get_comfort_index,get_pressure_trend,get_weather_history,get_uv_safe_windows",True,True,True,easy,Expert
128,Áp suất khí quyển tối nay ở Hà Nội tăng hay giảm so với chiều?,expert_weather_param,expert_weather_param,True,city,city,True,routed,0.9,,get_pressure_trend,"get_current_weather,get_comfort_index,get_pressure_trend,get_weather_history,get_uv_safe_windows",True,True,True,hard,Xu hướng – so sánh 2 timeframe
129,Điểm sương sáng mai ở Hà Nội có ngưỡng gây sương mù không?,expert_weather_param,expert_weather_param,True,city,city,True,routed,0.9,,get_current_weather,"get_current_weather,get_comfort_index,get_pressure_trend,get_weather_history,get_uv_safe_windows",True,True,True,hard,"Expert, ngưỡng vật lý"
130,Độ che phủ mây lúc hoàng hôn ở Hồ Tây chiều nay là bao nhiêu?,expert_weather_param,expert_weather_param,True,poi,district,False,routed,0.86,,get_current_weather,"get_current_weather,get_comfort_index,get_pressure_trend,get_weather_history,get_uv_safe_windows",True,True,False,hard,Giờ hoàng hôn từ current.sunset
131,Chiều nay ở Hà Nội có khả năng xảy ra mưa dông mạnh không?,weather_alert,weather_alert,True,city,city,True,routed,0.83,,get_weather_alerts,"get_weather_alerts,get_weather_change_alert,get_pressure_trend,get_rain_timeline,get_hourly_forecast",True,True,True,medium,
132,Mấy ngày tới ở Bắc Từ Liêm có đợt rét đậm rét hại nào không?,weather_alert,weather_alert,True,district,district,True,routed,0.9,,get_weather_alerts,"get_weather_alerts,get_weather_change_alert,get_pressure_trend,get_rain_timeline,get_hourly_forecast",True,True,True,medium,"Rét đậm <15°C, rét hại <13°C"
133,Tuần này Hà Nội có đợt nắng nóng gay gắt nào không?,weather_alert,weather_alert,True,city,city,True,routed,0.9,,get_weather_alerts,"get_weather_alerts,get_weather_change_alert,get_pressure_trend,get_rain_timeline,get_hourly_forecast",True,True,True,medium,Nắng nóng >37°C
134,Tối nay ở Sóc Sơn có cảnh báo giông lốc nguy hiểm không?,weather_alert,weather_alert,True,district,district,True,routed,0.9,,get_weather_alerts,"get_weather_alerts,get_weather_change_alert,get_pressure_trend,get_rain_timeline,get_hourly_forecast",True,True,True,hard,
135,Cuối tuần này có bão hay áp thấp nhiệt đới ảnh hưởng đến Hà Nội không?,weather_alert,weather_alert,True,city,city,True,routed,0.9,,get_weather_alerts,"get_weather_alerts,get_weather_change_alert,get_pressure_trend,get_rain_timeline,get_hourly_forecast",True,True,True,hard,Cần alerts endpoint
136,Ngày mai có cảnh báo thời tiết nguy hiểm nào ở Hà Nội không?,weather_alert,weather_alert,True,city,city,True,routed,0.9,,get_weather_alerts,"get_weather_alerts,get_weather_change_alert,get_pressure_trend,get_rain_timeline,get_hourly_forecast",True,True,True,easy,
137,Mưa lớn tối nay ở Hà Nội có thể gây ngập ở khu vực nào không?,weather_alert,weather_alert,True,city,city,True,routed,0.9,,get_weather_alerts,"get_weather_alerts,get_weather_change_alert,get_pressure_trend,get_rain_timeline,get_hourly_forecast",True,True,True,hard,Cần rule engine ngập lụt
138,Đợt lạnh sắp tới ở Hà Nội nhiệt độ có thể xuống bao thấp?,weather_alert,temperature_query,False,city,city,True,routed,0.82,,get_temperature_trend,"get_weather_alerts,get_weather_change_alert,get_pressure_trend,get_rain_timeline,get_hourly_forecast",False,True,False,medium,
139,Hà Nội hôm nay có cảnh báo nắng nóng cực đoan không?,weather_alert,weather_alert,True,city,city,True,routed,0.9,,get_weather_alerts,"get_weather_alerts,get_weather_change_alert,get_pressure_trend,get_rain_timeline,get_hourly_forecast",True,True,True,easy,
140,Tuần tới ở Hà Nội có nguy cơ mưa giông kèm lốc xoáy không?,weather_alert,weather_alert,True,city,city,True,routed,0.9,,get_weather_alerts,"get_weather_alerts,get_weather_change_alert,get_pressure_trend,get_rain_timeline,get_hourly_forecast",True,True,True,hard,
141,Trời Hà Nội dạo này khó chịu quá nhỉ?,seasonal_context,seasonal_context,True,city,city,True,routed,0.9,,get_seasonal_comparison,"get_seasonal_comparison,compare_with_yesterday,get_temperature_trend,get_weather_history,get_daily_summary",True,True,True,hard,Xu hướng gần đây + cảm nhận mùa
142,Không biết mai có mưa không nhỉ?,rain_query,smalltalk_weather,False,city,city,True,routed,0.9,,get_hourly_forecast,"get_rain_timeline,get_hourly_forecast,get_daily_forecast,get_weather_alerts",True,True,False,easy,Câu nói casual nhưng bản chất hỏi mưa ngày mai
143,"Ngoài trời lạnh quá, có nên mặc áo phao không?",smalltalk_weather,smalltalk_weather,True,city,city,True,routed,0.9,,get_current_weather,"get_current_weather,get_clothing_advice,get_comfort_index,get_activity_advice",True,True,True,medium,Tư vấn trang phục
144,Bạn có thể tư vấn hôm nay nên mặc gì không?,smalltalk_weather,activity_weather,False,city,city,True,routed,0.9,,get_clothing_advice,"get_current_weather,get_clothing_advice,get_comfort_index,get_activity_advice",True,True,False,hard,Ứng dụng thực tế cao
145,Sao Hà Nội hôm nay nắng đẹp thế?,smalltalk_weather,smalltalk_weather,True,city,city,True,routed,0.9,,get_current_weather,"get_current_weather,get_clothing_advice,get_comfort_index,get_activity_advice",True,True,True,easy,Câu cảm thán → xác nhận + thông tin thêm
146,Mình cần mang ô đi làm hôm nay không?,smalltalk_weather,rain_query,False,city,city,True,routed,0.9,,get_rain_timeline,"get_current_weather,get_clothing_advice,get_comfort_index,get_activity_advice",False,True,False,easy,Câu hỏi thực dụng
147,Thời tiết mấy hôm nay hay thay đổi quá bạn nhỉ?,seasonal_context,seasonal_context,True,city,city,True,routed,0.9,,compare_with_yesterday,"get_seasonal_comparison,compare_with_yesterday,get_temperature_trend,get_weather_history,get_daily_summary",True,True,True,hard,Xu hướng thay đổi thời tiết gần đây
148,Hà Nội năm nay rét muộn không bạn?,seasonal_context,seasonal_context,True,city,city,True,routed,0.9,,get_seasonal_comparison,"get_seasonal_comparison,compare_with_yesterday,get_temperature_trend,get_weather_history,get_daily_summary",True,True,True,hard,"Câu hỏi mùa vụ, so sánh lịch sử"
149,Thời tiết hôm nay có gì bất thường không?,seasonal_context,weather_alert,False,city,city,True,routed,0.9,,get_weather_change_alert,"get_seasonal_comparison,compare_with_yesterday,get_temperature_trend,get_weather_history,get_daily_summary",False,True,False,hard,Phát hiện bất thường so với mùa
150,Tối nay trời có đẹp để ngắm sao không?,smalltalk_weather,smalltalk_weather,True,city,city,True,routed,0.9,,get_current_weather,"get_current_weather,get_clothing_advice,get_comfort_index,get_activity_advice",True,True,True,medium,Hoạt động ngắm sao đêm
151,Bây giờ ra ngoài có thoải mái không?,activity_weather,activity_weather,True,city,city,True,routed,0.9,,get_activity_advice,"get_activity_advice,get_best_time,get_uv_safe_windows,get_current_weather,get_comfort_index",True,True,True,easy,Tool mới: comfort index
152,Thời tiết ở Cầu Giấy có dễ chịu không?,activity_weather,smalltalk_weather,False,district,district,True,routed,0.9,,get_current_weather,"get_activity_advice,get_best_time,get_uv_safe_windows,get_current_weather,get_comfort_index",True,True,False,easy,Tool mới: comfort index
153,Chiều nay ở Hồ Tây ra ngoài có ổn không?,activity_weather,activity_weather,True,poi,district,False,routed,0.9,,get_activity_advice,"get_activity_advice,get_best_time,get_uv_safe_windows,get_current_weather,get_comfort_index",True,True,False,medium,POI + comfort index
154,Trời có chuyển mưa không?,weather_alert,weather_alert,True,city,city,True,routed,0.9,,get_weather_change_alert,"get_weather_alerts,get_weather_change_alert,get_pressure_trend,get_rain_timeline,get_hourly_forecast",True,True,True,medium,Tool mới: weather change
155,Thời tiết sắp có thay đổi gì không?,weather_alert,weather_alert,True,city,city,True,routed,0.9,,get_weather_change_alert,"get_weather_alerts,get_weather_change_alert,get_pressure_trend,get_rain_timeline,get_hourly_forecast",True,True,True,medium,Tool mới: weather change
156,Vài giờ tới ở Đống Đa thời tiết có biến động không?,weather_alert,weather_alert,True,district,district,True,routed,0.9,,get_weather_change_alert,"get_weather_alerts,get_weather_change_alert,get_pressure_trend,get_rain_timeline,get_hourly_forecast",True,True,True,medium,Tool mới: weather change
157,Xin chào bạn!,smalltalk_weather,smalltalk_weather,True,city,city,True,routed,0.9,,,"get_current_weather,get_clothing_advice,get_comfort_index,get_activity_advice",True,True,True,easy,Edge case: greeting - không gọi tool
158,Thời tiết ở Đà Nẵng hôm nay thế nào?,smalltalk_weather,smalltalk_weather,True,city,city,True,routed,0.9,,,"get_current_weather,get_clothing_advice,get_comfort_index,get_activity_advice",True,False,True,easy,Edge case: ngoài Hà Nội
159,Dự báo thời tiết Hà Nội tháng sau?,daily_forecast,daily_forecast,True,city,city,True,routed,0.9,,,"get_daily_forecast,get_weather_period,get_temperature_trend",False,False,False,hard,Edge case: vượt quá 8 ngày
160,Cuối tuần này đi cắm trại ở Ba Vì có được không?,activity_weather,activity_weather,True,district,district,True,routed,0.9,,get_activity_advice,"get_activity_advice,get_best_time,get_uv_safe_windows,get_current_weather,get_comfort_index",True,True,True,medium,Activity mới: cam_trai
161,Ngày mai có nên đi câu cá ở Sóc Sơn không?,activity_weather,activity_weather,True,district,district,True,routed,0.9,,get_activity_advice,"get_activity_advice,get_best_time,get_uv_safe_windows,get_current_weather,get_comfort_index",True,True,True,medium,Activity mới: cau_ca
162,Hôm nay thời tiết có phù hợp để tổ chức sự kiện ngoài trời ở Mỹ Đình không?,activity_weather,activity_weather,True,poi,district,False,routed,0.9,,get_activity_advice,"get_activity_advice,get_best_time,get_uv_safe_windows,get_current_weather,get_comfort_index",True,True,False,hard,Activity mới: su_kien
163,Mưa ở Hoàng Mai kéo dài đến mấy giờ?,rain_query,rain_query,True,district,district,True,routed,0.9,,get_rain_timeline,"get_rain_timeline,get_hourly_forecast,get_daily_forecast,get_weather_alerts",True,True,True,hard,Rain timeline cho district level
164,Hôm nay nóng hơn hôm qua không?,seasonal_context,seasonal_context,True,city,city,True,routed,0.9,,compare_with_yesterday,"get_seasonal_comparison,compare_with_yesterday,get_temperature_trend,get_weather_history,get_daily_summary",True,True,True,easy,So sánh ngày qua
165,So với hôm qua thì hôm nay ở Cầu Giấy thế nào?,seasonal_context,seasonal_context,True,district,district,True,routed,0.9,,compare_with_yesterday,"get_seasonal_comparison,compare_with_yesterday,get_temperature_trend,get_weather_history,get_daily_summary",True,True,True,easy,So sánh ngày qua - district
166,Nhiệt độ mấy ngày nay ở Hà Nội có xu hướng tăng hay giảm?,seasonal_context,seasonal_context,True,city,city,True,routed,0.9,,compare_with_yesterday,"get_seasonal_comparison,compare_with_yesterday,get_temperature_trend,get_weather_history,get_daily_summary",True,True,True,medium,Xu hướng nhiệt độ
167,Thời tiết Hà Nội tuần này có gì khác so với tuần trước?,seasonal_context,seasonal_context,True,city,city,True,routed,0.9,,compare_with_yesterday,"get_seasonal_comparison,compare_with_yesterday,get_temperature_trend,get_weather_history,get_daily_summary",True,True,True,hard,So sánh theo tuần
168,Mùa này Hà Nội có hay mưa giông buổi chiều không?,seasonal_context,seasonal_context,True,city,city,True,routed,0.9,,get_seasonal_comparison,"get_seasonal_comparison,compare_with_yesterday,get_temperature_trend,get_weather_history,get_daily_summary",True,True,True,medium,Đặc trưng mùa mưa giông
169,Hôm qua ở Đống Đa mưa to thế mà hôm nay trời lại nắng nhỉ?,seasonal_context,seasonal_context,True,district,district,True,routed,0.9,,compare_with_yesterday,"get_seasonal_comparison,compare_with_yesterday,get_temperature_trend,get_weather_history,get_daily_summary",True,True,True,medium,Nhận xét thay đổi đột ngột
170,Hà Nội gần đây có hiện tượng thời tiết cực đoan nào không?,seasonal_context,seasonal_context,True,city,city,True,routed,0.9,,get_seasonal_comparison,"get_seasonal_comparison,compare_with_yesterday,get_temperature_trend,get_weather_history,get_daily_summary",True,True,True,hard,Phát hiện cực đoan
171,Nhiệt độ ở Long Biên hôm nay so với hôm qua chênh bao nhiêu?,seasonal_context,seasonal_context,True,district,district,True,routed,0.9,,compare_with_yesterday,"get_seasonal_comparison,compare_with_yesterday,get_temperature_trend,get_weather_history,get_daily_summary",True,True,True,easy,So sánh cụ thể - district
172,"Thời tiết tại phường Bạch Mai, Hai Bà Trưng hiện tại thế nào?",current_weather,current_weather,True,ward,ward,True,routed,0.9,,get_current_weather,"get_current_weather,detect_phenomena,get_clothing_advice",True,True,True,easy,Ward-level post-merger: Bạch Mai thuộc Hai Bà Trưng
173,"Phường Lĩnh Nam, Hoàng Mai chiều nay có mưa không?",rain_query,rain_query,True,ward,ward,True,routed,0.9,,get_rain_timeline,"get_rain_timeline,get_hourly_forecast,get_daily_forecast,get_weather_alerts",True,True,True,medium,Ward-level: Lĩnh Nam - Hoàng Mai
174,"Gió ở phường Vĩnh Tuy, Hai Bà Trưng tối nay mạnh không?",wind_query,wind_query,True,ward,ward,True,routed,0.9,,get_current_weather,"get_current_weather,get_hourly_forecast,get_pressure_trend",True,True,True,easy,Ward-level: Vĩnh Tuy - Hai Bà Trưng
175,"Khoảng 8 giờ tối nay ở phường Nghĩa Đô, Cầu Giấy nhiệt độ bao nhiêu?",hourly_forecast,hourly_forecast,True,ward,ward,True,routed,0.9,,get_hourly_forecast,"get_hourly_forecast,get_rain_timeline,get_sunny_periods,get_daily_rhythm",True,True,True,medium,Ward-level + giờ cụ thể: Nghĩa Đô - Cầu Giấy
176,"Nhiệt độ phường Tương Mai, Hoàng Mai lúc này là bao nhiêu độ?",temperature_query,temperature_query,True,ward,ward,True,routed,0.9,,get_current_weather,"get_current_weather,get_temperature_trend,get_hourly_forecast,get_daily_forecast",True,True,True,easy,Ward-level: Tương Mai - Hoàng Mai
177,"Độ ẩm và khả năng có sương mù ở phường Giảng Võ, Ba Đình sáng nay thế nào?",humidity_fog_query,humidity_fog_query,True,ward,ward,True,routed,0.9,,get_humidity_timeline,"get_current_weather,detect_phenomena,get_humidity_timeline",True,True,True,medium,Ward-level humidity+fog: Giảng Võ - Ba Đình
178,"Dự báo thời tiết 3 ngày tới ở phường Kiến Hưng, Hà Đông ra sao?",daily_forecast,daily_forecast,True,ward,ward,True,routed,0.9,,get_daily_forecast,"get_daily_forecast,get_weather_period,get_temperature_trend",True,True,True,medium,Ward-level daily forecast: Kiến Hưng - Hà Đông
179,"Cuối tuần đi chạy bộ ở phường Xuân Phương, Nam Từ Liêm có thời tiết ổn không?",activity_weather,activity_weather,True,ward,ward,True,routed,0.9,,get_activity_advice,"get_activity_advice,get_best_time,get_uv_safe_windows,get_current_weather,get_comfort_index",True,True,True,medium,Ward-level activity (chạy bộ): Xuân Phương - Nam Từ Liêm
180,Giá vé máy bay Hà Nội - TP.HCM hôm nay bao nhiêu tiền?,smalltalk_weather,smalltalk_weather,True,city,city,True,routed,0.9,,,"get_current_weather,get_clothing_advice,get_comfort_index,get_activity_advice",True,True,True,easy,OOS: hỏi giá vé máy bay - ngoài domain thời tiết
181,Nhà hàng nào ngon ở quận Hoàn Kiếm?,smalltalk_weather,smalltalk_weather,True,district,city,False,routed,0.9,,,"get_current_weather,get_clothing_advice,get_comfort_index,get_activity_advice",True,False,True,easy,OOS: hỏi nhà hàng - ngoài domain thời tiết
182,Thời tiết Đà Nẵng cuối tuần này thế nào?,smalltalk_weather,smalltalk_weather,True,city,city,True,routed,0.9,,,"get_current_weather,get_clothing_advice,get_comfort_index,get_activity_advice",True,False,True,easy,OOS: địa điểm ngoài Hà Nội (Đà Nẵng) - cần từ chối lịch sự
183,Tỷ giá đô la Mỹ hôm nay bao nhiêu?,smalltalk_weather,smalltalk_weather,True,city,city,True,routed,0.9,,,"get_current_weather,get_clothing_advice,get_comfort_index,get_activity_advice",True,True,True,easy,OOS: hỏi tỷ giá - hoàn toàn ngoài domain
184,Bạn có thể viết code Python giúp mình không?,smalltalk_weather,smalltalk_weather,True,city,city,True,routed,0.9,,,"get_current_weather,get_clothing_advice,get_comfort_index,get_activity_advice",True,True,True,easy,OOS: yêu cầu lập trình - hoàn toàn ngoài domain
185,Ở đó nóng không?,smalltalk_weather,temperature_query,False,city,district,False,routed,0.9,,,"get_current_weather,get_clothing_advice,get_comfort_index,get_activity_advice",True,True,False,hard,Ambiguous: anaphoric reference không có context - chatbot cần hỏi lại
186,Thời tiết ngày mai?,smalltalk_weather,daily_forecast,False,city,city,True,routed,0.9,,get_daily_forecast,"get_current_weather,get_clothing_advice,get_comfort_index,get_activity_advice",False,True,False,hard,Ambiguous: thiếu địa điểm - query chưa đầy đủ
187,Khu đó có mưa không?,smalltalk_weather,rain_query,False,city,district,False,routed,0.9,,,"get_current_weather,get_clothing_advice,get_comfort_index,get_activity_advice",True,True,False,hard,Ambiguous: anaphoric khu đó - thiếu context
188,Thế còn chỗ kia thì sao?,smalltalk_weather,location_comparison,False,city,city,True,routed,0.9,,,"get_current_weather,get_clothing_advice,get_comfort_index,get_activity_advice",True,True,False,hard,Ambiguous: vague anaphora - hoàn toàn mơ hồ
189,Cho mình xem thời tiết đi.,smalltalk_weather,smalltalk_weather,True,city,city,True,routed,0.9,,,"get_current_weather,get_clothing_advice,get_comfort_index,get_activity_advice",True,True,True,hard,Ambiguous: không có địa điểm và thời gian - quá mơ hồ
190,ha noi hom nay nong ko,temperature_query,temperature_query,True,city,city,True,routed,0.9,,get_current_weather,"get_current_weather,get_temperature_trend,get_hourly_forecast,get_daily_forecast",True,True,True,medium,Informal robustness: không dấu tiếng Việt
191,toi o cau giay troi mua k,rain_query,rain_query,True,district,district,True,routed,0.9,,get_rain_timeline,"get_rain_timeline,get_hourly_forecast,get_daily_forecast,get_weather_alerts",True,True,True,medium,Informal robustness: viết tắt và không dấu
192,troi ha noi co dep hem,current_weather,smalltalk_weather,False,city,city,True,routed,0.9,,,"get_current_weather,detect_phenomena,get_clothing_advice",False,False,False,medium,Informal robustness: Southern slang hem=không + không dấu
193,nhiet do ha noi bnhieu do,temperature_query,temperature_query,True,city,city,True,routed,0.9,,get_current_weather,"get_current_weather,get_temperature_trend,get_hourly_forecast,get_daily_forecast",True,True,True,medium,Informal robustness: bnhieu=bao nhiêu + không dấu
194,bac tu liem hom nay co mua hong,rain_query,rain_query,True,district,district,True,routed,0.9,,get_rain_timeline,"get_rain_timeline,get_hourly_forecast,get_daily_forecast,get_weather_alerts",True,True,True,medium,Informal robustness: Southern hong=không + không dấu
195,So sánh nhiệt độ hôm nay và ngày mai ở quận Hoàng Mai,location_comparison,seasonal_context,False,district,district,True,routed,0.9,,get_seasonal_comparison,"compare_weather,get_ward_ranking_in_district,get_district_ranking,get_district_multi_compare",False,True,False,hard,Complex: so sánh thời điểm current vs forecast
196,Chiều nay mưa không và nên mặc gì khi ra ngoài?,activity_weather,rain_query,False,city,city,True,routed,0.9,,get_rain_timeline,"get_activity_advice,get_best_time,get_uv_safe_windows,get_current_weather,get_comfort_index",False,True,False,hard,Complex multi-intent: rain query + clothing advice
197,Từ 6 giờ sáng đến 9 giờ tối nay nhiệt độ ở Ba Đình thay đổi thế nào?,hourly_forecast,hourly_forecast,True,district,district,True,routed,0.9,,get_hourly_forecast,"get_hourly_forecast,get_rain_timeline,get_sunny_periods,get_daily_rhythm",True,True,True,hard,Complex: khoảng thời gian 15 giờ liên tục
198,Hà Nội tuần này ngày nào đẹp trời nhất để tổ chức sự kiện ngoài trời?,activity_weather,daily_forecast,False,city,city,True,routed,0.9,,get_weather_period,"get_activity_advice,get_best_time,get_uv_safe_windows,get_current_weather,get_comfort_index",False,True,False,hard,Complex: lựa chọn ngày tốt nhất trong tuần
199,"Cuối tuần đi Ba Vì thời tiết có ổn không, cần chuẩn bị những gì?",activity_weather,daily_forecast,False,district,district,True,routed,0.9,,get_weather_period,"get_activity_advice,get_best_time,get_uv_safe_windows,get_current_weather,get_comfort_index",False,True,False,hard,Complex: trip planning với multiple weather criteria
