model,query,has_history,turn,gt_intent,gt_scope,gt_conf,pred_raw,pred_intent,pred_scope,pred_conf,route_ok,latency_ms
Qwen3-4B-v7,Sáng mai đi chạy bộ ở quận Tây Hồ được không?,False,1,activity_weather,district,0.92,"{""intent"": ""activity_weather"", ""scope"": ""district"", ""confidence"": 0.92}",activity_weather,district,0.92,True,1496.8
Qwen3-4B-v7,Hoài Đức cuối tuần có mưa không?,False,1,rain_query,ward,0.74,"{""intent"": ""rain_query"", ""scope"": ""district"", ""confidence"": 0.74}",rain_query,district,0.74,False,1491.2
Qwen3-4B-v7,Thứ 7 này thời tiết ở xã Bình Minh như thế nào nhỉ?,False,1,daily_forecast,ward,0.92,"{""intent"": ""daily_forecast"", ""scope"": ""ward"", ""confidence"": 0.92}",daily_forecast,ward,0.92,True,1566.2
Qwen3-4B-v7,khoảng mấy giờ?,True,2,rain_query,ward,0.74,"{""intent"": ""rain_query"", ""scope"": ""ward"", ""confidence"": 0.74, ""rewritten_query"": ""Mưa ở Phường Hoàng Mai bắt đầu lúc mấy giờ?""}",rain_query,ward,0.74,True,2863.4
Qwen3-4B-v7,Thời tiết ở Nha Trang hôm nay ra sao?,False,1,smalltalk_weather,city,0.62,"{""intent"": ""smalltalk_weather"", ""scope"": ""city"", ""confidence"": 0.62}",smalltalk_weather,city,0.62,True,1560.5
Qwen3-4B-v7,Hôm qua Hà Nội mưa không?,False,1,historical_weather,city,0.92,"{""intent"": ""historical_weather"", ""scope"": ""city"", ""confidence"": 0.85}",historical_weather,city,0.85,True,1555.1
Qwen3-4B-v7,Tóm tắt tình hình thời tiết ở Sóc Sơn trong 5 ngày tới.,False,1,weather_overview,district,0.74,"{""intent"": ""weather_overview"", ""scope"": ""district"", ""confidence"": 0.74}",weather_overview,district,0.74,True,1566.1
Qwen3-4B-v7,Thời tiết ở Phường Phú Thượng (Tây Hồ) có nóng hơn Phường Sơn Tây (Đông Anh) không?,False,1,location_comparison,ward,0.74,"{""intent"": ""location_comparison"", ""scope"": ""ward"", ""confidence"": 0.74}",location_comparison,ward,0.74,True,1507.5
Qwen3-4B-v7,Huyện Mỹ Đức nói chung ra sao?,True,2,weather_overview,district,0.85,"{""intent"": ""weather_overview"", ""scope"": ""district"", ""confidence"": 0.85, ""rewritten_query"": ""Tổng quan thời tiết Huyện Mỹ Đức hôm nay thế nào?""}",weather_overview,district,0.85,True,3220.3
Qwen3-4B-v7,Hà Nội hôm nay nên mặc gì?,False,1,activity_weather,city,0.92,"{""intent"": ""smalltalk_weather"", ""scope"": ""city"", ""confidence"": 0.62}",smalltalk_weather,city,0.62,False,1558.3
Qwen3-4B-v7,Nhiệt độ Hà Nội mấy ngày nay có xu hướng tăng hay giảm?,False,1,seasonal_context,city,0.85,"{""intent"": ""seasonal_context"", ""scope"": ""city"", ""confidence"": 0.85}",seasonal_context,city,0.85,True,1563.1
Qwen3-4B-v7,"Tối nay ở Phường Khương Đình, Thanh Xuân nhiệt độ khoảng bao nhiêu độ?",False,1,hourly_forecast,ward,0.74,"{""intent"": ""temperature_query"", ""scope"": ""ward"", ""confidence"": 0.74}",temperature_query,ward,0.74,False,1503.1
Qwen3-4B-v7,Đan Phượng ngày mai dự báo thế nào?,False,1,daily_forecast,ward,0.74,"{""intent"":""daily_forecast"",""scope"":""district"",""confidence"":0.85,""rewritten_query"":""Dự báo thời tiết Huyện Đan Phượng ngày mai thế nào?""}",daily_forecast,district,0.85,False,2607.3
Qwen3-4B-v7,Hà Nội cuối tuần dự báo thế nào?,True,2,daily_forecast,city,0.8,"{""intent"": ""daily_forecast"", ""scope"": ""city"", ""confidence"": 0.8}",daily_forecast,city,0.8,True,1538.2
Qwen3-4B-v7,"Bạn biết thời tiết ở Định Công, Hoàng Mai buổi tối ra sao không?",False,1,weather_overview,ward,0.74,"{""intent"": ""weather_overview"", ""scope"": ""ward"", ""confidence"": 0.74}",weather_overview,ward,0.74,True,1565.6
Qwen3-4B-v7,"Nhiệt độ ở Đông Anh, Đông Anh hiện tại bao nhiêu?",False,1,temperature_query,ward,0.74,"{""intent"": ""temperature_query"", ""scope"": ""ward"", ""confidence"": 0.74}",temperature_query,ward,0.74,True,1501.1
Qwen3-4B-v7,Tổng quan thời tiết Thanh Oai buổi tối,False,1,weather_overview,district,0.74,"{""intent"": ""weather_overview"", ""scope"": ""district"", ""confidence"": 0.74}",weather_overview,district,0.74,True,1561.6
Qwen3-4B-v7,"Sáng nay 6-9h dự báo theo giờ ở phường Láng, Đống Đa?",False,1,hourly_forecast,ward,0.92,"{""intent"": ""hourly_forecast"", ""scope"": ""ward"", ""confidence"": 0.85}",hourly_forecast,ward,0.85,True,1635.4
Qwen3-4B-v7,Độ ẩm ở Mỹ Đức bây giờ bao nhiêu?,False,1,humidity_fog_query,district,0.74,"{""intent"": ""humidity_fog_query"", ""scope"": ""district"", ""confidence"": 0.74}",humidity_fog_query,district,0.74,True,1626.2
Qwen3-4B-v7,"Nam Phù, Thanh Trì có mưa hay không vào hôm nay?",False,1,rain_query,ward,0.74,"{""intent"": ""rain_query"", ""scope"": ""ward"", ""confidence"": 0.74}",rain_query,ward,0.74,True,1499.6
Qwen3-4B-v7,"Nhiệt độ ở Quảng Bị, Chương Mỹ giờ này bao nhiêu?",False,1,temperature_query,ward,0.74,"{""intent"": ""temperature_query"", ""scope"": ""ward"", ""confidence"": 0.74}",temperature_query,ward,0.74,True,1501.6
Qwen3-4B-v7,Hà Nội thời tiết đẹp nhỉ bạn?,False,1,smalltalk_weather,city,0.62,"{""intent"": ""smalltalk_weather"", ""scope"": ""city"", ""confidence"": 0.62}",smalltalk_weather,city,0.62,True,1555.6
Qwen3-4B-v7,Ba ngày trước ở Long Biên trời có nắng không?,False,1,historical_weather,district,0.74,"{""intent"": ""historical_weather"", ""scope"": ""district"", ""confidence"": 0.74}",historical_weather,district,0.74,True,1560.9
Qwen3-4B-v7,Điểm sương (dew point) ở quận Đống Đa bây giờ là bao nhiêu?,False,1,expert_weather_param,district,0.92,"{""intent"": ""expert_weather_param"", ""scope"": ""district"", ""confidence"": 0.92}",expert_weather_param,district,0.92,True,1569.9
Qwen3-4B-v7,Thời tiết ở Phường Giảng Võ bữa nay có đẹp để đi picnic không?,False,1,activity_weather,ward,0.92,"{""intent"": ""activity_weather"", ""scope"": ""ward"", ""confidence"": 0.92}",activity_weather,ward,0.92,True,1501.7
Qwen3-4B-v7,Đống Đa và Hoàn Kiếm nơi nào mát hơn?,True,2,location_comparison,district,0.8,"{""intent"": ""location_comparison"", ""scope"": ""district"", ""confidence"": 0.8}",location_comparison,district,0.8,True,1465.7
Qwen3-4B-v7,Hà Nội buổi tối nóng bao nhiêu độ?,False,1,temperature_query,city,0.85,"{""intent"": ""temperature_query"", ""scope"": ""city"", ""confidence"": 0.85}",temperature_query,city,0.85,True,1492.5
Qwen3-4B-v7,"Sáng nay, áp suất tại Hà Nội là bao nhiêu vậy?",False,1,expert_weather_param,city,0.85,"{""intent"": ""expert_weather_param"", ""scope"": ""city"", ""confidence"": 0.85}",expert_weather_param,city,0.85,True,1563.2
Qwen3-4B-v7,ngày 25 cụ thể?,True,2,daily_forecast,ward,0.8,"{""intent"": ""daily_forecast"", ""scope"": ""ward"", ""confidence"": 0.8, ""rewritten_query"": ""Dự báo thời tiết Phường Hoàng Mai ngày 25 tuần sau cụ thể thế nào?""}",daily_forecast,ward,0.8,True,3357.5
Qwen3-4B-v7,buổi tối thì sao?,True,3,hourly_forecast,ward,0.8,"{""intent"": ""hourly_forecast"", ""scope"": ""ward"", ""confidence"": 0.8, ""rewritten_query"": ""Phường Đại Mỗ ngày mai buổi tối thế nào?""}",hourly_forecast,ward,0.8,True,2993.1
Qwen3-4B-v7,"Trưa nay có nên đi dạo một chút ở Vĩnh Thanh, Đông Anh không?",False,1,activity_weather,ward,0.74,"{""intent"": ""activity_weather"", ""scope"": ""ward"", ""confidence"": 0.74}",activity_weather,ward,0.74,True,1502.2
Qwen3-4B-v7,Hôm nay thời tiết ở Mê Linh thế nào nhỉ?,False,1,smalltalk_weather,district,0.62,"{""intent"": ""current_weather"", ""scope"": ""district"", ""confidence"": 0.74}",current_weather,district,0.74,False,1500.7
Qwen3-4B-v7,Hôm nay ở Tây Hồ và Hoàng Mai nơi nào ẩm hơn?,False,1,location_comparison,district,0.74,"{""intent"": ""location_comparison"", ""scope"": ""district"", ""confidence"": 0.74}",location_comparison,district,0.74,True,1501.2
Qwen3-4B-v7,Ba Vì sáng sớm có sương muối không?,False,1,humidity_fog_query,district,0.74,"{""intent"": ""humidity_fog_query"", ""scope"": ""district"", ""confidence"": 0.74}",humidity_fog_query,district,0.74,True,1624.7
Qwen3-4B-v7,So sánh thời tiết giữa Bắc Từ Liêm với Hoàn Kiếm,False,1,location_comparison,district,0.74,"{""intent"": ""location_comparison"", ""scope"": ""district"", ""confidence"": 0.74}",location_comparison,district,0.74,True,1497.9
Qwen3-4B-v7,Phường Nghĩa Đô buổi tối nhiệt độ bao nhiêu?,False,1,temperature_query,ward,0.92,"{""intent"": ""temperature_query"", ""scope"": ""ward"", ""confidence"": 0.92}",temperature_query,ward,0.92,True,1497.4
Qwen3-4B-v7,Có cảnh báo mưa lớn ở Hà Nội tối nay không?,False,1,weather_alert,city,0.85,"{""intent"": ""weather_alert"", ""scope"": ""city"", ""confidence"": 0.85}",weather_alert,city,0.85,True,1496.0
Qwen3-4B-v7,Xin chào bạn!,False,1,smalltalk_weather,city,0.62,"{""intent"": ""smalltalk_weather"", ""scope"": ""city"", ""confidence"": 0.62}",smalltalk_weather,city,0.62,True,1554.1
Qwen3-4B-v7,Tuần trước nhiệt độ trung bình ở Hà Nội là bao nhiêu?,False,1,historical_weather,city,0.85,"{""intent"": ""historical_weather"", ""scope"": ""city"", ""confidence"": 0.85}",historical_weather,city,0.85,True,1565.8
Qwen3-4B-v7,thứ 4 thì sao?,True,3,daily_forecast,ward,0.8,"{""intent"": ""daily_forecast"", ""scope"": ""ward"", ""confidence"": 0.8, ""rewritten_query"": ""Dự báo Phường Cầu Giấy thứ 4 tuần sau thế nào?""}",daily_forecast,ward,0.8,True,3193.6
Qwen3-4B-v7,Thời tiết Hà Nội gần đây biến đổi ra sao?,False,1,seasonal_context,city,0.85,"{""intent"": ""seasonal_context"", ""scope"": ""city"", ""confidence"": 0.85}",seasonal_context,city,0.85,True,1560.5
Qwen3-4B-v7,anh huong den khu nao?,True,2,weather_alert,city,0.8,"{""intent"": ""location_comparison"", ""scope"": ""city"", ""confidence"": 0.8, ""rewritten_query"": ""Cảnh báo thời tiết hôm nay ảnh hưởng đến khu nào ở Hà Nội?""}",location_comparison,city,0.8,False,3077.9
Qwen3-4B-v7,Dự báo thời tiết Hà Nội theo giờ tối nay,False,1,hourly_forecast,city,0.85,"{""intent"": ""hourly_forecast"", ""scope"": ""city"", ""confidence"": 0.85}",hourly_forecast,city,0.85,True,1626.7
Qwen3-4B-v7,Quận nào ẩm nhất?,True,2,location_comparison,city,0.8,"{""intent"": ""humidity_fog_query"", ""scope"": ""city"", ""confidence"": 0.8, ""rewritten_query"": ""Hôm nay quận nào ở Hà Nội có độ ẩm cao nhất?""}",humidity_fog_query,city,0.8,False,3214.9
Qwen3-4B-v7,o do co nang khong?,True,2,current_weather,ward,0.8,"{""intent"": ""temperature_query"", ""scope"": ""ward"", ""confidence"": 0.8, ""rewritten_query"": ""Phường Xuân Phương hôm nay có nắng không?""}",temperature_query,ward,0.8,False,2683.8
Qwen3-4B-v7,Bạn có thể dự báo thời tiết Sapa không?,False,1,smalltalk_weather,city,0.62,"{""intent"": ""smalltalk_weather"", ""scope"": ""city"", ""confidence"": 0.62}",smalltalk_weather,city,0.62,True,1558.5
Qwen3-4B-v7,o phuong chuong my chieu nay thoi tiet bien doi the nao?,False,1,hourly_forecast,ward,0.85,"{""intent"": ""hourly_forecast"", ""scope"": ""ward"", ""confidence"": 0.85}",hourly_forecast,ward,0.85,True,1631.1
Qwen3-4B-v7,Đêm nay ở Đông Anh nhiệt độ thấp nhất khoảng bao nhiêu độ?,False,1,temperature_query,district,0.74,"{""intent"": ""temperature_query"", ""scope"": ""district"", ""confidence"": 0.74}",temperature_query,district,0.74,True,1501.5
Qwen3-4B-v7,quan dong anh trua nay mua khong nhi?,False,1,rain_query,district,0.85,"{""intent"": ""rain_query"", ""scope"": ""district"", ""confidence"": 0.85}",rain_query,district,0.85,True,1497.5
Qwen3-4B-v7,khu đó UV cao không?,True,2,expert_weather_param,ward,0.8,"{""intent"": ""expert_weather_param"", ""scope"": ""ward"", ""confidence"": 0.8, ""rewritten_query"": ""Xã Trung Giã UV hôm nay có cao không?""}",expert_weather_param,ward,0.8,True,2957.1
Qwen3-4B-v7,So sánh ba quận trung tâm?,True,2,location_comparison,district,0.8,"{""intent"": ""location_comparison"", ""scope"": ""district"", ""confidence"": 0.8, ""rewritten_query"": ""So sánh thời tiết Cầu Giấy, Hoàn Kiếm và Đống Đa hôm nay?""}",location_comparison,district,0.8,True,3428.8
Qwen3-4B-v7,Ngày mai UV thế nào?,True,2,expert_weather_param,city,0.8,"{""intent"": ""expert_weather_param"", ""scope"": ""city"", ""confidence"": 0.8, ""rewritten_query"": ""Ngày mai ở Hà Nội UV bao nhiêu?""}",expert_weather_param,city,0.8,True,2744.8
Qwen3-4B-v7,Ở đây ngày mai ra sao?,True,2,daily_forecast,city,0.8,"{""intent"": ""daily_forecast"", ""scope"": ""city"", ""confidence"": 0.8, ""rewritten_query"": ""Ngày mai ở Hà Nội thời tiết ra sao?""}",daily_forecast,city,0.8,True,2817.4
Qwen3-4B-v7,Gió ở quận Thanh Trì hiện tại ra sao?,False,1,wind_query,district,0.92,"{""intent"": ""wind_query"", ""scope"": ""district"", ""confidence"": 0.92}",wind_query,district,0.92,True,1496.7
Qwen3-4B-v7,Phường Hồng Vân hôm nay nhìn chung thế nào?,False,1,weather_overview,ward,0.92,"{""intent"": ""weather_overview"", ""scope"": ""ward"", ""confidence"": 0.92}",weather_overview,ward,0.92,True,1562.7
Qwen3-4B-v7,Bây giờ ở xã Đông Anh thì nhiệt độ đang ở mức nào?,False,1,temperature_query,ward,0.92,"{""intent"": ""temperature_query"", ""scope"": ""ward"", ""confidence"": 0.92}",temperature_query,ward,0.92,True,1500.5
Qwen3-4B-v7,Xu hướng thời tiết phường Tương Mai mấy ngày qua?,False,1,seasonal_context,ward,0.92,"{""intent"": ""seasonal_context"", ""scope"": ""ward"", ""confidence"": 0.92}",seasonal_context,ward,0.92,True,1562.6
Qwen3-4B-v7,Xã Sơn Đồng bây giờ thời tiết thế nào?,False,1,current_weather,ward,0.92,"{""intent"": ""current_weather"", ""scope"": ""ward"", ""confidence"": 0.92}",current_weather,ward,0.92,True,1492.0
Qwen3-4B-v7,phường Ngọc Hà cuối tuần trời thế nào?,False,1,daily_forecast,ward,0.92,"{""intent"": ""daily_forecast"", ""scope"": ""ward"", ""confidence"": 0.92, ""rewritten_query"": ""Dự báo thời tiết Phường Ngọc Hà cuối tuần""}",daily_forecast,ward,0.92,True,2735.7
Qwen3-4B-v7,Thời tiết ở Hoài Đức hôm nay có cần mang theo dù không?,False,1,smalltalk_weather,district,0.62,"{""intent"": ""rain_query"", ""scope"": ""district"", ""confidence"": 0.74}",rain_query,district,0.74,False,1502.0
Qwen3-4B-v7,Ở Đông Anh đêm nay nhiệt độ sẽ rơi xuống mức nào?,False,1,temperature_query,district,0.74,"{""intent"": ""temperature_query"", ""scope"": ""district"", ""confidence"": 0.74}",temperature_query,district,0.74,True,1498.5
Qwen3-4B-v7,chieu nay ha noi nhiet do cao nhat la bao nhieu ta?,False,1,temperature_query,city,0.85,"{""intent"": ""temperature_query"", ""scope"": ""city"", ""confidence"": 0.85}",temperature_query,city,0.85,True,1502.9
Qwen3-4B-v7,Phúc Thọ (Phúc Thọ) hay Phú Diễn (Bắc Từ Liêm) nóng hơn?,False,1,location_comparison,ward,0.74,"{""intent"": ""location_comparison"", ""scope"": ""ward"", ""confidence"": 0.74}",location_comparison,ward,0.74,True,1506.9
Qwen3-4B-v7,Trời mưa hay nắng ở Xã Tam Hiệp hôm qua?,False,1,historical_weather,ward,0.92,"{""intent"": ""historical_weather"", ""scope"": ""ward"", ""confidence"": 0.92}",historical_weather,ward,0.92,True,1559.8
Qwen3-4B-v7,Phường Đống Đa có thích hợp dắt chó đi dạo tối nay không?,False,1,smalltalk_weather,ward,0.92,"{""intent"": ""activity_weather"", ""scope"": ""ward"", ""confidence"": 0.92}",activity_weather,ward,0.92,False,1503.4
Qwen3-4B-v7,Phường Phú Lương ngay bây giờ tốc độ gió bao nhiêu?,False,1,wind_query,ward,0.92,"{""intent"": ""wind_query"", ""scope"": ""ward"", ""confidence"": 0.92}",wind_query,ward,0.92,True,1498.4
Qwen3-4B-v7,Hôm kia Hà Nội trời ra sao?,False,1,historical_weather,city,0.85,"{""intent"": ""historical_weather"", ""scope"": ""city"", ""confidence"": 0.85}",historical_weather,city,0.85,True,1559.5
Qwen3-4B-v7,"Từ 15h đến 18h chiều nay ở phường Phương Liệt, Thanh Xuân có nắng không?",False,1,hourly_forecast,ward,0.74,"{""intent"": ""hourly_forecast"", ""scope"": ""ward"", ""confidence"": 0.74}",hourly_forecast,ward,0.74,True,1638.6
Qwen3-4B-v7,Bạn có thể cho tôi biết mấy giờ rồi không?,True,2,smalltalk_weather,city,0.62,"{""intent"": ""hourly_forecast"", ""scope"": ""ward"", ""confidence"": 0.8, ""rewritten_query"": ""Phường Ba Đình hôm nay mấy giờ rồi?""}",hourly_forecast,ward,0.8,False,2824.9
Qwen3-4B-v7,Thời tiết ở Quảng Ninh cuối tuần này thế nào?,False,1,smalltalk_weather,city,0.62,"{""intent"": ""smalltalk_weather"", ""scope"": ""city"", ""confidence"": 0.62}",smalltalk_weather,city,0.62,True,1564.0
Qwen3-4B-v7,Ở Hoài Đức hôm nay có nên cầm ô theo không ta?,False,1,rain_query,district,0.74,"{""intent"": ""rain_query"", ""scope"": ""district"", ""confidence"": 0.74}",rain_query,district,0.74,True,1500.7
Qwen3-4B-v7,Hà Nội hôm nay đẹp trời không?,False,1,weather_overview,city,0.92,"{""intent"": ""current_weather"", ""scope"": ""city"", ""confidence"": 0.92}",current_weather,city,0.92,False,1492.8
Qwen3-4B-v7,Hà Nội chiều nay thời tiết chung ra sao?,False,1,weather_overview,city,0.85,"{""intent"": ""weather_overview"", ""scope"": ""city"", ""confidence"": 0.85}",weather_overview,city,0.85,True,1562.5
Qwen3-4B-v7,khu đó có ngập không?,True,2,weather_alert,ward,0.8,"{""intent"": ""weather_alert"", ""scope"": ""ward"", ""confidence"": 0.8, ""rewritten_query"": ""Xã Hưng Đạo có nguy cơ ngập lụt không?""}",weather_alert,ward,0.8,True,2950.0
Qwen3-4B-v7,Gió ở Sơn Đồng hiện tại mạnh không?,False,1,wind_query,ward,0.85,"{""intent"": ""wind_query"", ""scope"": ""ward"", ""confidence"": 0.85}",wind_query,ward,0.85,True,1493.1
Qwen3-4B-v7,nhiet do o gia lam ngay bay gio bao nhieu?,False,1,temperature_query,district,0.74,"{""intent"": ""temperature_query"", ""scope"": ""district"", ""confidence"": 0.74}",temperature_query,district,0.74,True,1500.0
Qwen3-4B-v7,Quận Sơn Tây hôm nay có thông tin thời tiết theo giờ như thế nào?,False,1,hourly_forecast,district,0.92,"{""intent"": ""hourly_forecast"", ""scope"": ""district"", ""confidence"": 0.92}",hourly_forecast,district,0.92,True,1638.1
Qwen3-4B-v7,Tối nay chỉ số UV tại Hà Nội có thể cao hơn không nhỉ?,False,1,expert_weather_param,city,0.85,"{""intent"": ""expert_weather_param"", ""scope"": ""city"", ""confidence"": 0.85}",expert_weather_param,city,0.85,True,1566.4
Qwen3-4B-v7,ngoai troi o hoan kiem gio nhiet do bao nhieu do?,False,1,temperature_query,district,0.74,"{""intent"": ""temperature_query"", ""scope"": ""district"", ""confidence"": 0.74}",temperature_query,district,0.74,True,1502.0
Qwen3-4B-v7,Thời tiết Hà Nội có gì đáng lo hôm nay?,False,1,weather_alert,city,0.92,"{""intent"": ""weather_alert"", ""scope"": ""city"", ""confidence"": 0.92}",weather_alert,city,0.92,True,1497.3
Qwen3-4B-v7,Có cảnh báo gì đặc biệt ở Sơn Tây hôm nay không?,False,1,weather_alert,district,0.74,"{""intent"": ""weather_alert"", ""scope"": ""district"", ""confidence"": 0.74}",weather_alert,district,0.74,True,1500.6
Qwen3-4B-v7,tuần trước thì sao?,True,2,historical_weather,ward,0.8,"{""intent"": ""historical_weather"", ""scope"": ""ward"", ""confidence"": 0.8, ""rewritten_query"": ""Tuần trước thời tiết Phường Ba Đình như thế nào?""}",historical_weather,ward,0.8,True,2881.5
Qwen3-4B-v7,có cảnh báo giông không?,True,2,weather_alert,city,0.8,"{""intent"": ""weather_alert"", ""scope"": ""city"", ""confidence"": 0.8, ""rewritten_query"": ""Hà Nội tuần này có cảnh báo giông không?""}",weather_alert,city,0.8,True,2739.2
Qwen3-4B-v7,"Tối nay ở phường Khương Trung, Thanh Xuân nhiệt độ khoảng bao nhiêu độ?",False,1,hourly_forecast,ward,0.74,"{""intent"": ""temperature_query"", ""scope"": ""ward"", ""confidence"": 0.74}",temperature_query,ward,0.74,False,1503.1
Qwen3-4B-v7,bữa nay ở Lăng Bác thì nên chọn đồ như thế nào cho hợp lý?,False,1,smalltalk_weather,ward,0.62,"{""intent"": ""smalltalk_weather"", ""scope"": ""ward"", ""confidence"": 0.62}",smalltalk_weather,ward,0.62,True,1567.5
Qwen3-4B-v7,Hôm nay có cần mang kem chống nắng không?,True,2,activity_weather,city,0.8,"{""intent"": ""smalltalk_weather"", ""scope"": ""city"", ""confidence"": 0.62}",smalltalk_weather,city,0.62,False,1597.5
Qwen3-4B-v7,Cách đây 5 ngày ở Đống Đa có mưa không?,False,1,historical_weather,district,0.74,"{""intent"": ""historical_weather"", ""scope"": ""district"", ""confidence"": 0.74}",historical_weather,district,0.74,True,1563.2
Qwen3-4B-v7,khu đó nhiệt độ thường ra sao?,True,2,seasonal_context,district,0.8,"{""intent"": ""temperature_query"", ""scope"": ""district"", ""confidence"": 0.8, ""rewritten_query"": ""Nhiệt độ thường ở Huyện Ba Vì mùa này ra sao?""}",temperature_query,district,0.8,False,3019.8
Qwen3-4B-v7,Ở Văn Miếu hôm nay mặc gì cho phù hợp?,False,1,activity_weather,district,0.85,"{""intent"": ""activity_weather"", ""scope"": ""district"", ""confidence"": 0.85}",activity_weather,district,0.85,True,1497.9
Qwen3-4B-v7,ở đó có mát mẻ không?,True,2,smalltalk_weather,ward,0.8,"{""intent"": ""smalltalk_weather"", ""scope"": ""ward"", ""confidence"": 0.8, ""rewritten_query"": ""Phường Hồng Hà hôm nay có mát mẻ không?""}",smalltalk_weather,ward,0.8,True,2880.7
Qwen3-4B-v7,Chỗ đó tối nay có mưa không?,True,2,hourly_forecast,ward,0.8,"{""intent"": ""rain_query"", ""scope"": ""ward"", ""confidence"": 0.8, ""rewritten_query"": ""Tối nay Phường Hoàn Kiếm có mưa không?""}",rain_query,ward,0.8,False,2888.1
Qwen3-4B-v7,Mưa to không?,True,2,weather_alert,city,0.8,"{""intent"": ""rain_query"", ""scope"": ""city"", ""confidence"": 0.8, ""rewritten_query"": ""Hà Nội hôm nay có mưa to không?""}",rain_query,city,0.8,False,2671.2
Qwen3-4B-v7,Bây giờ độ ẩm ở Cầu Giấy khoảng bao nhiêu phần trăm?,False,1,humidity_fog_query,district,0.74,"{""intent"": ""humidity_fog_query"", ""scope"": ""district"", ""confidence"": 0.74}",humidity_fog_query,district,0.74,True,1636.0
Qwen3-4B-v7,Có mấy độ ẩm ở đây?,True,2,humidity_fog_query,district,0.8,"{""intent"": ""humidity_fog_query"", ""scope"": ""district"", ""confidence"": 0.8, ""rewritten_query"": ""Độ ẩm ở quận Nam Từ Liêm hôm nay bao nhiêu?""}",humidity_fog_query,district,0.8,True,3236.7
Qwen3-4B-v7,buổi chiều thì sao?,True,3,rain_query,ward,0.8,"{""intent"": ""rain_query"", ""scope"": ""ward"", ""confidence"": 0.8, ""rewritten_query"": ""Phường Tây Hồ ngày mai buổi chiều có mưa không?""}",rain_query,ward,0.8,True,2827.3
Qwen3-4B-v7,"Hôm kia trời Hà Nội có nhiều gió không, gió thổi từ hướng nào?",False,1,historical_weather,city,0.85,"{""intent"": ""historical_weather"", ""scope"": ""city"", ""confidence"": 0.85}",historical_weather,city,0.85,True,1568.5
Qwen3-4B-v7,Dự báo sáng mai cho quận Quốc Oai,False,1,daily_forecast,district,0.92,"{""intent"": ""daily_forecast"", ""scope"": ""district"", ""confidence"": 0.92}",daily_forecast,district,0.92,True,1558.1
Qwen3-4B-v7,Chỉ số tia UV ở Ba Đình trưa nay khoảng mức nào?,False,1,expert_weather_param,district,0.74,"{""intent"": ""expert_weather_param"", ""scope"": ""district"", ""confidence"": 0.74}",expert_weather_param,district,0.74,True,1565.2
Qwen3-4B-v7,Hôm qua ở Xã Yên Xuân trời ra sao?,False,1,historical_weather,ward,0.92,"{""intent"": ""historical_weather"", ""scope"": ""ward"", ""confidence"": 0.92}",historical_weather,ward,0.92,True,1564.6
Qwen3-4B-v7,ngày mai có thích hợp ra đồng không?,True,2,activity_weather,ward,0.8,"{""intent"": ""activity_weather"", ""scope"": ""ward"", ""confidence"": 0.8, ""rewritten_query"": ""Ngày mai Xã Trần Phú có thích hợp ra đồng không?""}",activity_weather,ward,0.8,True,2882.7
Qwen3-4B-v7,độ ẩm thì sao?,True,2,humidity_fog_query,ward,0.8,"{""intent"": ""humidity_fog_query"", ""scope"": ""ward"", ""confidence"": 0.8, ""rewritten_query"": ""Phường Phú Diễn hôm nay độ ẩm thế nào?""}",humidity_fog_query,ward,0.8,True,2942.9
Qwen3-4B-v7,Hà Nội hôm nay khác hôm qua thế nào?,False,1,seasonal_context,city,0.92,"{""intent"": ""seasonal_context"", ""scope"": ""city"", ""confidence"": 0.92}",seasonal_context,city,0.92,True,1560.6
Qwen3-4B-v7,"so voi hom qua thi dai xuyen, phu xuyen hom nay the nao?",False,1,seasonal_context,ward,0.74,"{""intent"": ""seasonal_context"", ""scope"": ""ward"", ""confidence"": 0.74}",seasonal_context,ward,0.74,True,1569.3
Qwen3-4B-v7,Bây giờ ở phường Dịch Vọng có mưa không nhỉ?,False,1,current_weather,ward,0.92,"{""intent"": ""rain_query"", ""scope"": ""ward"", ""confidence"": 0.92}",rain_query,ward,0.92,False,1497.6
Qwen3-4B-v7,So sánh thời tiết Ba Đình và Cầu Giấy?,False,1,location_comparison,district,0.74,"{""intent"": ""location_comparison"", ""scope"": ""district"", ""confidence"": 0.74}",location_comparison,district,0.74,True,1495.9
Qwen3-4B-v7,Mấy ngày tới ở Thanh Xuân thời tiết thế nào?,False,1,daily_forecast,district,0.74,"{""intent"": ""daily_forecast"", ""scope"": ""district"", ""confidence"": 0.74}",daily_forecast,district,0.74,True,1563.1
Qwen3-4B-v7,Cảm ơn bạn nhiều nhé!,False,1,smalltalk_weather,city,0.62,"{""intent"": ""smalltalk_weather"", ""scope"": ""city"", ""confidence"": 0.62}",smalltalk_weather,city,0.62,True,1557.1
Qwen3-4B-v7,"Chiều ngày mai, xã Phù Đổng có thời tiết thế nào nhỉ?",False,1,daily_forecast,ward,0.92,"{""intent"": ""daily_forecast"", ""scope"": ""ward"", ""confidence"": 0.92}",daily_forecast,ward,0.92,True,1567.9
Qwen3-4B-v7,So sánh Sóc Sơn với Đông Anh hôm nay,False,1,location_comparison,district,0.74,"{""intent"":""location_comparison"",""scope"":""district"",""confidence"":0.85,""rewritten_query"":""So sánh thời tiết Huyện Sóc Sơn và Huyện Đông Anh hôm nay""}",location_comparison,district,0.85,True,2742.5
