model,query,has_history,turn,gt_intent,gt_scope,gt_conf,pred_raw,pred_intent,pred_scope,pred_conf,route_ok,latency_ms
Qwen3-4B-v7,co thong tin gi ve nhiet do cam giac o xa hung dao khong ban?,False,1,expert_weather_param,ward,0.85,"{""intent"": ""expert_weather_param"", ""scope"": ""ward"", ""confidence"": 0.85}",expert_weather_param,ward,0.85,True,2129.7
Qwen3-4B-v7,"so voi hom qua thi dai xuyen, phu xuyen hom nay the nao?",False,1,seasonal_context,ward,0.74,"{""intent"": ""seasonal_context"", ""scope"": ""ward"", ""confidence"": 0.74}",seasonal_context,ward,0.74,True,2123.9
Qwen3-4B-v7,Phường Hồng Vân hôm nay nhìn chung thế nào?,False,1,weather_overview,ward,0.92,"{""intent"":""weather_overview"",""scope"":""ward"",""confidence"":0.92,""rewritten_query"":""Nhìn chung thời tiết Phường Hồng Vân hôm nay thế nào?""}",weather_overview,ward,0.92,True,3590.6
Qwen3-4B-v7,"3 tiếng nữa ở phường Ô Chợ Dừa, Đống Đa thời tiết thế nào?",False,1,hourly_forecast,ward,0.74,"{""intent"": ""hourly_forecast"", ""scope"": ""ward"", ""confidence"": 0.74}",hourly_forecast,ward,0.74,True,2225.9
Qwen3-4B-v7,Thời tiết Đà Lạt có lạnh lắm không?,False,1,smalltalk_weather,city,0.62,"{""intent"": ""smalltalk_weather"", ""scope"": ""city"", ""confidence"": 0.62}",smalltalk_weather,city,0.62,True,2115.5
Qwen3-4B-v7,Nhiệt độ ngày mai ở Cầu Giấy là bao nhiêu?,False,1,temperature_query,district,0.74,"{""intent"": ""temperature_query"", ""scope"": ""district"", ""confidence"": 0.74}",temperature_query,district,0.74,True,2032.4
Qwen3-4B-v7,Quận Tây Hồ dạo này có thấy thời tiết lạ lắm không nhỉ?,False,1,seasonal_context,district,0.92,"{""intent"": ""seasonal_context"", ""scope"": ""district"", ""confidence"": 0.92}",seasonal_context,district,0.92,True,2122.7
Qwen3-4B-v7,Ngày mai xếp hạng thế nào?,True,2,location_comparison,city,0.8,"{""intent"": ""location_comparison"", ""scope"": ""city"", ""confidence"": 0.8, ""rewritten_query"": ""Ngày mai quận nào ở Hà Nội mưa nhiều nhất?""}",location_comparison,city,0.8,True,3874.8
Qwen3-4B-v7,Phường Yên Hòa cụ thể thì sao?,True,3,weather_alert,ward,0.85,"{""intent"": ""weather_alert"", ""scope"": ""ward"", ""confidence"": 0.85, ""rewritten_query"": ""Phường Yên Hòa có cảnh báo thời tiết gì không?""}",weather_alert,ward,0.85,True,4087.1
Qwen3-4B-v7,"Tổng quan thời tiết ở Định Công, Hoàng Mai buổi tối",False,1,weather_overview,ward,0.74,"{""intent"": ""weather_overview"", ""scope"": ""ward"", ""confidence"": 0.74}",weather_overview,ward,0.74,True,2120.3
Qwen3-4B-v7,"Có mạnh không ta? Gió ở Nghĩa Đô, Cầu Giấy bây giờ sao rồi?",False,1,wind_query,ward,0.74,"{""intent"": ""wind_query"", ""scope"": ""ward"", ""confidence"": 0.74}",wind_query,ward,0.74,True,2057.0
Qwen3-4B-v7,So sánh thời tiết giữa Bắc Từ Liêm với Hoàn Kiếm,False,1,location_comparison,district,0.74,"{""intent"": ""location_comparison"", ""scope"": ""district"", ""confidence"": 0.74}",location_comparison,district,0.74,True,2032.7
Qwen3-4B-v7,Sáng nay ở quận Nam Từ Liêm có đổ mưa không ta?,False,1,rain_query,district,0.92,"{""intent"": ""rain_query"", ""scope"": ""district"", ""confidence"": 0.92}",rain_query,district,0.92,True,2037.4
Qwen3-4B-v7,Hà Đông bây giờ độ ẩm khoảng bao nhiêu phần trăm vậy?,False,1,humidity_fog_query,district,0.74,"{""intent"": ""humidity_fog_query"", ""scope"": ""ward"", ""confidence"": 0.74, ""rewritten_query"": ""Phường Hà Đông bây giờ độ ẩm khoảng bao nhiêu phần trăm?""}",humidity_fog_query,ward,0.74,False,4357.0
Qwen3-4B-v7,Tổng quan thời tiết Thanh Trì buổi tối,False,1,weather_overview,district,0.74,"{""intent"": ""weather_overview"", ""scope"": ""district"", ""confidence"": 0.74}",weather_overview,district,0.74,True,2117.8
Qwen3-4B-v7,Xã Đông Anh hôm nay gió mạnh không?,True,2,wind_query,ward,0.8,"{""intent"": ""wind_query"", ""scope"": ""ward"", ""confidence"": 0.8}",wind_query,ward,0.8,True,2075.5
Qwen3-4B-v7,Hà Nội buổi tối nóng bao nhiêu độ?,False,1,temperature_query,city,0.85,"{""intent"": ""temperature_query"", ""scope"": ""city"", ""confidence"": 0.85}",temperature_query,city,0.85,True,2030.4
Qwen3-4B-v7,Năm ngoái thời tiết ra sao?,True,2,historical_weather,city,0.8,"{""intent"": ""historical_weather"", ""scope"": ""city"", ""confidence"": 0.8, ""rewritten_query"": ""Năm ngoái thời tiết Hà Nội như thế nào?""}",historical_weather,city,0.8,True,3974.2
Qwen3-4B-v7,nhiet do o gia lam ngay bay gio bao nhieu?,False,1,temperature_query,district,0.74,"{""intent"": ""temperature_query"", ""scope"": ""district"", ""confidence"": 0.74}",temperature_query,district,0.74,True,2032.1
Qwen3-4B-v7,Cho mình biết dự báo theo giờ ở Mỹ Đức tối nay,False,1,hourly_forecast,district,0.74,"{""intent"": ""hourly_forecast"", ""scope"": ""district"", ""confidence"": 0.74}",hourly_forecast,district,0.74,True,2207.9
Qwen3-4B-v7,Năm ngoái thời tiết ra sao?,True,2,historical_weather,city,0.8,"{""intent"": ""historical_weather"", ""scope"": ""city"", ""confidence"": 0.8, ""rewritten_query"": ""Năm ngoái thời tiết Hà Nội như thế nào?""}",historical_weather,city,0.8,True,3970.4
Qwen3-4B-v7,Chiều nay ở phường Bình Minh có thấy sương mù không nhỉ?,False,1,humidity_fog_query,ward,0.92,"{""intent"": ""humidity_fog_query"", ""scope"": ""ward"", ""confidence"": 0.92}",humidity_fog_query,ward,0.92,True,2213.9
Qwen3-4B-v7,Có thông tin gì về dự báo thời tiết theo giờ cho Hà Nội hôm nay không?,False,1,hourly_forecast,city,0.92,"{""intent"": ""hourly_forecast"", ""scope"": ""city"", ""confidence"": 0.92}",hourly_forecast,city,0.92,True,2230.4
Qwen3-4B-v7,khu đó có ngập không?,True,2,weather_alert,ward,0.8,"{""intent"": ""weather_alert"", ""scope"": ""ward"", ""confidence"": 0.8, ""rewritten_query"": ""Xã Hưng Đạo có nguy cơ ngập lụt không?""}",weather_alert,ward,0.8,True,4157.0
Qwen3-4B-v7,Ngày mai còn cảnh báo không?,True,2,weather_alert,city,0.8,"{""intent"": ""weather_alert"", ""scope"": ""city"", ""confidence"": 0.8, ""rewritten_query"": ""Hà Nội ngày mai còn cảnh báo thời tiết không?""}",weather_alert,city,0.8,True,3874.8
Qwen3-4B-v7,Huyện Thạch Thất hôm qua thời tiết ra sao?,False,1,historical_weather,district,0.92,"{""intent"": ""historical_weather"", ""scope"": ""district"", ""confidence"": 0.92}",historical_weather,district,0.92,True,2121.6
Qwen3-4B-v7,Lúc này mưa không?,True,2,current_weather,district,0.8,"{""intent"": ""rain_query"", ""scope"": ""district"", ""confidence"": 0.8, ""rewritten_query"": ""Lúc này ở quận Bắc Từ Liêm có mưa không?""}",rain_query,district,0.8,False,3974.0
Qwen3-4B-v7,Đi ra ngoài có ổn không?,True,2,activity_weather,city,0.8,"{""intent"": ""activity_weather"", ""scope"": ""city"", ""confidence"": 0.8, ""rewritten_query"": ""Hôm nay ở Hà Nội có thể đi ra ngoài không?""}",activity_weather,city,0.8,True,4061.6
Qwen3-4B-v7,tuần cuối tháng thì sao?,True,2,historical_weather,ward,0.8,"{""intent"": ""historical_weather"", ""scope"": ""ward"", ""confidence"": 0.8, ""rewritten_query"": ""Phường Lĩnh Nam tuần cuối tháng này có mưa không?""}",historical_weather,ward,0.8,True,4070.7
Qwen3-4B-v7,Quận nào ẩm nhất?,True,2,location_comparison,city,0.8,"{""intent"": ""location_comparison"", ""scope"": ""district"", ""confidence"": 0.8, ""rewritten_query"": ""Hôm nay quận nào ở Hà Nội ẩm nhất?""}",location_comparison,district,0.8,False,3968.1
Qwen3-4B-v7,"Từ 15h đến 18h chiều nay ở phường Phương Liệt, Thanh Xuân có nắng không?",False,1,hourly_forecast,ward,0.74,"{""intent"": ""hourly_forecast"", ""scope"": ""ward"", ""confidence"": 0.74}",hourly_forecast,ward,0.74,True,2261.1
Qwen3-4B-v7,Ở đây ngày mai ra sao?,True,2,daily_forecast,city,0.8,"{""intent"": ""daily_forecast"", ""scope"": ""city"", ""confidence"": 0.8, ""rewritten_query"": ""Hà Nội ngày mai thời tiết thế nào?""}",daily_forecast,city,0.8,True,3778.2
Qwen3-4B-v7,Bữa nay ở Sóc Sơn có sương mù không hả?,False,1,humidity_fog_query,district,0.74,"{""intent"": ""humidity_fog_query"", ""scope"": ""district"", ""confidence"": 0.74}",humidity_fog_query,district,0.74,True,2211.1
Qwen3-4B-v7,có gió không?,True,2,wind_query,ward,0.8,"{""intent"": ""wind_query"", ""scope"": ""ward"", ""confidence"": 0.8, ""rewritten_query"": ""Xã Quốc Oai ngày kia có gió không?""}",wind_query,ward,0.8,True,3780.4
Qwen3-4B-v7,"Nhiệt độ ở Thanh Oai, Thanh Oai bây giờ bao nhiêu?",False,1,temperature_query,ward,0.74,"{""intent"": ""temperature_query"", ""scope"": ""ward"", ""confidence"": 0.74}",temperature_query,ward,0.74,True,2037.3
Qwen3-4B-v7,Xin chào bạn!,False,1,smalltalk_weather,city,0.62,"{""intent"": ""smalltalk_weather"", ""scope"": ""city"", ""confidence"": 0.62}",smalltalk_weather,city,0.62,True,2114.7
Qwen3-4B-v7,"Trưa nay có nên đi dạo một chút ở Vĩnh Thanh, Đông Anh không?",False,1,activity_weather,ward,0.74,"{""intent"": ""activity_weather"", ""scope"": ""ward"", ""confidence"": 0.74}",activity_weather,ward,0.74,True,2041.4
Qwen3-4B-v7,Hà Nội cuối tuần dự báo thế nào?,True,2,daily_forecast,city,0.8,"{""intent"": ""daily_forecast"", ""scope"": ""city"", ""confidence"": 0.8}",daily_forecast,city,0.8,True,2172.2
Qwen3-4B-v7,Mưa to không?,True,2,weather_alert,city,0.8,"{""intent"": ""weather_alert"", ""scope"": ""city"", ""confidence"": 0.8, ""rewritten_query"": ""Hà Nội tuần này có mưa to không?""}",weather_alert,city,0.8,True,3681.9
Qwen3-4B-v7,Mùa này Hà Nội thế nào?,False,1,seasonal_context,city,0.92,"{""intent"": ""seasonal_context"", ""scope"": ""city"", ""confidence"": 0.85}",seasonal_context,city,0.85,True,2114.7
Qwen3-4B-v7,diem suong (dew point) o quan dong da bay gio la bao nhieu?,False,1,expert_weather_param,district,0.85,"{""intent"": ""expert_weather_param"", ""scope"": ""district"", ""confidence"": 0.92}",expert_weather_param,district,0.92,True,2142.3
Qwen3-4B-v7,"Tối nay phường Nhật Tân, Tây Hồ có mưa rào hay giông không?",False,1,weather_alert,ward,0.74,"{""intent"": ""weather_alert"", ""scope"": ""ward"", ""confidence"": 0.74}",weather_alert,ward,0.74,True,2035.4
Qwen3-4B-v7,So với hôm qua thì hôm nay nóng hơn hay mát hơn?,False,1,seasonal_context,city,0.92,"{""intent"": ""seasonal_context"", ""scope"": ""city"", ""confidence"": 0.92}",seasonal_context,city,0.92,True,2118.7
Qwen3-4B-v7,ngày mai có thích hợp ra đồng không?,True,2,activity_weather,ward,0.8,"{""intent"": ""activity_weather"", ""scope"": ""ward"", ""confidence"": 0.8, ""rewritten_query"": ""Ngày mai Xã Trần Phú có thích hợp ra đồng làm việc không?""}",activity_weather,ward,0.8,True,4257.7
Qwen3-4B-v7,So với hôm qua thế nào?,True,2,seasonal_context,district,0.8,"{""intent"": ""seasonal_context"", ""scope"": ""district"", ""confidence"": 0.8, ""rewritten_query"": ""So với hôm qua, thời tiết Huyện Sóc Sơn hôm nay có gì khác không?""}",seasonal_context,district,0.8,True,4738.8
Qwen3-4B-v7,Trời Hà Nội hiện tại ra sao?,False,1,current_weather,city,0.92,"{""intent"": ""current_weather"", ""scope"": ""city"", ""confidence"": 0.92}",current_weather,city,0.92,True,2027.8
Qwen3-4B-v7,cac ban biet toc do gio o xa doai phuong luc nay khong?,False,1,wind_query,ward,0.85,"{""intent"": ""wind_query"", ""scope"": ""ward"", ""confidence"": 0.85}",wind_query,ward,0.85,True,2035.2
Qwen3-4B-v7,ở Lăng Chủ tịch hay Nội Bài mát hơn?,False,1,location_comparison,ward,0.62,"{""intent"": ""location_comparison"", ""scope"": ""ward"", ""confidence"": 0.62}",location_comparison,ward,0.62,True,2030.7
Qwen3-4B-v7,Thanh Xuân tuần này có nồm không?,False,1,humidity_fog_query,ward,0.74,"{""intent"": ""humidity_fog_query"", ""scope"": ""ward"", ""confidence"": 0.74, ""rewritten_query"": ""Phường Thanh Xuân tuần này có nồm ẩm không?""}",humidity_fog_query,ward,0.74,True,4235.4
Qwen3-4B-v7,"Sáng mai có mưa ở quận Đống Đa không, cần mang ô không?",False,1,rain_query,district,0.92,"{""intent"": ""rain_query"", ""scope"": ""district"", ""confidence"": 0.92}",rain_query,district,0.92,True,2033.8
Qwen3-4B-v7,"Chào buổi chiều, bạn giúp mình được không?",False,1,smalltalk_weather,city,0.62,"{""intent"": ""smalltalk_weather"", ""scope"": ""city"", ""confidence"": 0.62}",smalltalk_weather,city,0.62,True,2116.6
Qwen3-4B-v7,Khoảng 7 giờ sáng mai ở Hoàn Kiếm trời như thế nào?,False,1,hourly_forecast,district,0.74,"{""intent"": ""hourly_forecast"", ""scope"": ""district"", ""confidence"": 0.74}",hourly_forecast,district,0.74,True,2211.5
Qwen3-4B-v7,khu đó UV cao không?,True,2,expert_weather_param,ward,0.8,"{""intent"": ""expert_weather_param"", ""scope"": ""ward"", ""confidence"": 0.8, ""rewritten_query"": ""Xã Trung Giã UV hôm nay có cao không?""}",expert_weather_param,ward,0.8,True,4166.6
Qwen3-4B-v7,Phường Lĩnh Nam chiều nay có nguy hiểm gì không?,False,1,weather_alert,ward,0.92,"{""intent"": ""weather_alert"", ""scope"": ""ward"", ""confidence"": 0.92}",weather_alert,ward,0.92,True,2033.4
Qwen3-4B-v7,tầm nhìn xa thế nào?,True,2,expert_weather_param,ward,0.74,"{""intent"": ""expert_weather_param"", ""scope"": ""ward"", ""confidence"": 0.74, ""rewritten_query"": ""Phường Hoàn Kiếm tầm nhìn xa hiện tại thế nào?""}",expert_weather_param,ward,0.74,True,4250.4
Qwen3-4B-v7,Tầm nhìn xa ở sân bay Nội Bài hiện tại?,False,1,expert_weather_param,ward,0.62,"{""intent"": ""expert_weather_param"", ""scope"": ""ward"", ""confidence"": 0.62}",expert_weather_param,ward,0.62,True,2120.1
Qwen3-4B-v7,Thời tiết ở Phường Giảng Võ bữa nay có đẹp để đi picnic không?,False,1,activity_weather,ward,0.92,"{""intent"": ""activity_weather"", ""scope"": ""ward"", ""confidence"": 0.92}",activity_weather,ward,0.92,True,2041.4
Qwen3-4B-v7,Cảm ơn bạn nhiều nhé!,False,1,smalltalk_weather,city,0.62,"{""intent"": ""smalltalk_weather"", ""scope"": ""city"", ""confidence"": 0.62}",smalltalk_weather,city,0.62,True,2118.9
Qwen3-4B-v7,Tuần tới ở Hà Nội có nguy cơ mưa giông kèm lốc xoáy không?,False,1,weather_alert,city,0.85,"{""intent"": ""weather_alert"", ""scope"": ""city"", ""confidence"": 0.85}",weather_alert,city,0.85,True,2055.7
Qwen3-4B-v7,Giá vé xe buýt ở Hà Nội bao nhiêu?,False,1,smalltalk_weather,city,0.62,"{""intent"": ""smalltalk_weather"", ""scope"": ""city"", ""confidence"": 0.62}",smalltalk_weather,city,0.62,True,2126.1
Qwen3-4B-v7,tuần trước thì sao?,True,3,historical_weather,ward,0.8,"{""intent"": ""historical_weather"", ""scope"": ""ward"", ""confidence"": 0.8, ""rewritten_query"": ""Tuần trước Phường Cầu Giấy thời tiết thế nào?""}",historical_weather,ward,0.8,True,4184.4
Qwen3-4B-v7,Vậy bên Hải Phòng có mưa không?,True,2,smalltalk_weather,city,0.62,"{""intent"": ""smalltalk_weather"", ""scope"": ""city"", ""confidence"": 0.62}",smalltalk_weather,city,0.62,True,2271.4
Qwen3-4B-v7,Hôm qua ở Xã Yên Xuân trời ra sao?,False,1,historical_weather,ward,0.92,"{""intent"": ""historical_weather"", ""scope"": ""ward"", ""confidence"": 0.92}",historical_weather,ward,0.92,True,2124.5
Qwen3-4B-v7,"Mai chiều ở phường Định Công, trời có mưa không?",False,1,daily_forecast,ward,0.92,"{""intent"": ""rain_query"", ""scope"": ""ward"", ""confidence"": 0.92}",rain_query,ward,0.92,False,2032.5
Qwen3-4B-v7,Ngày mai UV thế nào?,True,2,expert_weather_param,city,0.8,"{""intent"": ""expert_weather_param"", ""scope"": ""city"", ""confidence"": 0.8, ""rewritten_query"": ""UV Hà Nội ngày mai thế nào?""}",expert_weather_param,city,0.8,True,3586.3
Qwen3-4B-v7,ở đó có mát mẻ không?,True,2,smalltalk_weather,ward,0.8,"{""intent"": ""smalltalk_weather"", ""scope"": ""ward"", ""confidence"": 0.8, ""rewritten_query"": ""Phường Hồng Hà hôm nay có mát mẻ không?""}",smalltalk_weather,ward,0.8,True,4073.7
Qwen3-4B-v7,Hôm kia Hà Nội trời ra sao?,False,1,historical_weather,city,0.85,"{""intent"": ""historical_weather"", ""scope"": ""city"", ""confidence"": 0.85}",historical_weather,city,0.85,True,2128.0
Qwen3-4B-v7,Thế còn bây giờ?,True,2,current_weather,city,0.8,"{""intent"": ""current_weather"", ""scope"": ""city"", ""confidence"": 0.8, ""rewritten_query"": ""Thời tiết Hà Nội bây giờ thế nào?""}",current_weather,city,0.8,True,3682.5
Qwen3-4B-v7,Hà Nội bữa mai thời tiết thế nào nhỉ?,False,1,daily_forecast,city,0.85,"{""intent"": ""daily_forecast"", ""scope"": ""city"", ""confidence"": 0.85}",daily_forecast,city,0.85,True,2118.4
Qwen3-4B-v7,Cách đây 5 ngày ở Đống Đa có mưa không?,False,1,historical_weather,district,0.74,"{""intent"": ""historical_weather"", ""scope"": ""district"", ""confidence"": 0.74}",historical_weather,district,0.74,True,2120.5
Qwen3-4B-v7,Quận Nam Từ Liêm tổng quan thế nào?,True,2,weather_overview,district,0.85,"{""intent"": ""weather_overview"", ""scope"": ""district"", ""confidence"": 0.85, ""rewritten_query"": ""Tổng quan thời tiết Quận Nam Từ Liêm hôm nay""}",weather_overview,district,0.85,True,4364.7
Qwen3-4B-v7,Huyện Thanh Trì có nguy cơ ngập không?,False,1,weather_alert,district,0.92,"{""intent"": ""weather_alert"", ""scope"": ""district"", ""confidence"": 0.92}",weather_alert,district,0.92,True,2032.6
Qwen3-4B-v7,Ngày mai có nên đi câu cá ở Sóc Sơn không?,False,1,activity_weather,district,0.74,"{""intent"": ""activity_weather"", ""scope"": ""district"", ""confidence"": 0.74}",activity_weather,district,0.74,True,2030.8
Qwen3-4B-v7,thoi tiet soc son may ngay qua co thay doi gi khong?,False,1,seasonal_context,district,0.74,"{""intent"": ""seasonal_context"", ""scope"": ""district"", ""confidence"": 0.74}",seasonal_context,district,0.74,True,2123.0
Qwen3-4B-v7,Phường Đống Đa có thích hợp dắt chó đi dạo tối nay không?,False,1,activity_weather,ward,0.92,"{""intent"": ""activity_weather"", ""scope"": ""ward"", ""confidence"": 0.92}",activity_weather,ward,0.92,True,2037.5
Qwen3-4B-v7,Phường Yên Phụ sáng sớm có sương muối không?,False,1,humidity_fog_query,ward,0.92,"{""intent"": ""humidity_fog_query"", ""scope"": ""ward"", ""confidence"": 0.92}",humidity_fog_query,ward,0.92,True,2209.3
Qwen3-4B-v7,Hà Nội sáng nay có mù không nhỉ?,False,1,humidity_fog_query,city,0.85,"{""intent"": ""humidity_fog_query"", ""scope"": ""city"", ""confidence"": 0.85}",humidity_fog_query,city,0.85,True,2208.6
Qwen3-4B-v7,"Hôm kia trời Hà Nội có nhiều gió không, gió thổi từ hướng nào?",False,1,historical_weather,city,0.85,"{""intent"": ""historical_weather"", ""scope"": ""city"", ""confidence"": 0.85}",historical_weather,city,0.85,True,2127.6
Qwen3-4B-v7,Thời tiết lúc này ở Thanh Xuân?,False,1,current_weather,district,0.74,"{""intent"": ""current_weather"", ""scope"": ""district"", ""confidence"": 0.74}",current_weather,district,0.74,True,2026.4
Qwen3-4B-v7,"Trưa nay có gì bất thường ở Minh Châu, Ba Vì không nhỉ?",False,1,weather_alert,ward,0.74,"{""intent"": ""seasonal_context"", ""scope"": ""ward"", ""confidence"": 0.74}",seasonal_context,ward,0.74,False,2122.9
Qwen3-4B-v7,"Thời tiết ở các quận Hà Nội bây giờ thế nào, quận nào đang lạnh nhất?",False,1,location_comparison,city,0.92,"{""intent"": ""location_comparison"", ""scope"": ""city"", ""confidence"": 0.92}",location_comparison,city,0.92,True,2040.4
Qwen3-4B-v7,Hà Nội hôm nay nên mặc gì?,False,1,smalltalk_weather,city,0.92,"{""intent"": ""smalltalk_weather"", ""scope"": ""city"", ""confidence"": 0.92}",smalltalk_weather,city,0.92,True,2115.7
Qwen3-4B-v7,Hướng gió Hà Nội ngay bây giờ thế nào?,False,1,wind_query,city,0.92,"{""intent"": ""wind_query"", ""scope"": ""city"", ""confidence"": 0.92}",wind_query,city,0.92,True,2030.9
Qwen3-4B-v7,Hà Nội chiều nay có mưa không?,False,1,rain_query,city,0.85,"{""intent"": ""rain_query"", ""scope"": ""city"", ""confidence"": 0.85}",rain_query,city,0.85,True,2029.4
Qwen3-4B-v7,3 ngày tới Hà Nội có nóng không?,False,1,daily_forecast,city,0.92,"{""intent"": ""daily_forecast"", ""scope"": ""city"", ""confidence"": 0.85}",daily_forecast,city,0.85,True,2117.3
Qwen3-4B-v7,toc do gio o quan thanh xuan bao nhieu?,False,1,wind_query,district,0.85,"{""intent"": ""wind_query"", ""scope"": ""district"", ""confidence"": 0.92}",wind_query,district,0.92,True,2033.6
Qwen3-4B-v7,"Trong 3 giờ tới, phường Xuân Đỉnh có khả năng xuất hiện giông bão không?",False,1,weather_alert,ward,0.92,"{""intent"": ""weather_alert"", ""scope"": ""ward"", ""confidence"": 0.92}",weather_alert,ward,0.92,True,2049.8
Qwen3-4B-v7,Hôm nay Hà Nội có chỉ số UV cao không?,True,2,expert_weather_param,city,0.8,"{""intent"": ""expert_weather_param"", ""scope"": ""city"", ""confidence"": 0.8, ""rewritten_query"": ""UV Hà Nội hôm nay có cao không?""}",expert_weather_param,city,0.8,True,3882.4
Qwen3-4B-v7,"Chào bạn, hôm nay thời tiết Hà Nội thế nào?",False,1,current_weather,city,0.92,"{""intent"": ""smalltalk_weather"", ""scope"": ""city"", ""confidence"": 0.62}",smalltalk_weather,city,0.62,False,2122.5
Qwen3-4B-v7,Gió ở quận Thanh Trì hiện tại ra sao?,False,1,wind_query,district,0.92,"{""intent"": ""wind_query"", ""scope"": ""district"", ""confidence"": 0.92}",wind_query,district,0.92,True,2030.9
Qwen3-4B-v7,Hôm nay ở Tây Hồ và Hoàng Mai nơi nào ẩm hơn?,False,1,location_comparison,district,0.74,"{""intent"": ""location_comparison"", ""scope"": ""district"", ""confidence"": 0.74}",location_comparison,district,0.74,True,2036.4
Qwen3-4B-v7,"du bao thoi tiet phu dong, gia lam 3 gio nua",False,1,daily_forecast,ward,0.74,"{""intent"": ""daily_forecast"", ""scope"": ""ward"", ""confidence"": 0.74}",daily_forecast,ward,0.74,True,2123.2
Qwen3-4B-v7,Bạn có thể cho tôi biết mấy giờ rồi không?,True,2,smalltalk_weather,city,0.62,"{""intent"": ""smalltalk_weather"", ""scope"": ""city"", ""confidence"": 0.62}",smalltalk_weather,city,0.62,True,2265.0
Qwen3-4B-v7,"Nhiệt độ ở Đông Anh, Đông Anh hiện tại bao nhiêu?",False,1,temperature_query,ward,0.74,"{""intent"": ""temperature_query"", ""scope"": ""ward"", ""confidence"": 0.74}",temperature_query,ward,0.74,True,2035.6
Qwen3-4B-v7,Hà Nội thời tiết đẹp nhỉ bạn?,False,1,smalltalk_weather,city,0.62,"{""intent"": ""smalltalk_weather"", ""scope"": ""city"", ""confidence"": 0.62}",smalltalk_weather,city,0.62,True,2118.7
Qwen3-4B-v7,ở đó có sương sáng?,True,2,humidity_fog_query,ward,0.8,"{""intent"": ""humidity_fog_query"", ""scope"": ""ward"", ""confidence"": 0.8, ""rewritten_query"": ""Xã Phúc Lộc có sương sáng không?""}",humidity_fog_query,ward,0.8,True,3975.1
Qwen3-4B-v7,Sáng ngày mai quận Đống Đa thế nào?,True,2,hourly_forecast,district,0.8,"{""intent"": ""daily_forecast"", ""scope"": ""district"", ""confidence"": 0.8}",daily_forecast,district,0.8,False,2170.0
Qwen3-4B-v7,Chỗ đó tối nay có mưa không?,True,2,hourly_forecast,ward,0.8,"{""intent"": ""rain_query"", ""scope"": ""ward"", ""confidence"": 0.8, ""rewritten_query"": ""Tối nay Phường Hoàn Kiếm có mưa không?""}",rain_query,ward,0.8,False,4067.4
Qwen3-4B-v7,Huyện Mỹ Đức tuần này có cảnh báo lũ không?,False,1,weather_alert,district,0.92,"{""intent"": ""weather_alert"", ""scope"": ""district"", ""confidence"": 0.92}",weather_alert,district,0.92,True,2031.7
Qwen3-4B-v7,Ở Văn Miếu hôm nay mặc gì cho phù hợp?,False,1,smalltalk_weather,district,0.85,"{""intent"": ""smalltalk_weather"", ""scope"": ""district"", ""confidence"": 0.85}",smalltalk_weather,district,0.85,True,2122.2
Qwen3-4B-v7,Ba Đình so với hôm qua thế nào?,False,1,seasonal_context,ward,0.74,"{""intent"": ""seasonal_context"", ""scope"": ""ward"", ""confidence"": 0.74, ""rewritten_query"": ""Phường Ba Đình hôm nay so với hôm qua thế nào?""}",seasonal_context,ward,0.74,True,4031.8
Qwen3-4B-v7,phường Ngọc Hà cuối tuần trời thế nào?,False,1,daily_forecast,ward,0.92,"{""intent"": ""daily_forecast"", ""scope"": ""ward"", ""confidence"": 0.92}",daily_forecast,ward,0.92,True,2114.3
Qwen3-4B-v7,Có phù hợp chạy bộ sáng mai không?,True,2,activity_weather,ward,0.8,"{""intent"": ""activity_weather"", ""scope"": ""ward"", ""confidence"": 0.8, ""rewritten_query"": ""Sáng mai ở phường Láng có phù hợp chạy bộ không?""}",activity_weather,ward,0.8,True,4070.1
Qwen3-4B-v7,Xã Mê Linh cụ thể có gió không?,True,2,wind_query,ward,0.85,"{""intent"": ""wind_query"", ""scope"": ""ward"", ""confidence"": 0.85, ""rewritten_query"": ""Xã Mê Linh cụ thể có gió không?""}",wind_query,ward,0.85,True,3886.4
Qwen3-4B-v7,"Nhiệt độ ở Thường Tín, Thường Tín hiện tại bao nhiêu?",False,1,temperature_query,ward,0.74,"{""intent"": ""temperature_query"", ""scope"": ""ward"", ""confidence"": 0.74}",temperature_query,ward,0.74,True,2035.1
Qwen3-4B-v7,Trời ở Nam Từ Liêm hôm nay đẹp không?,False,1,smalltalk_weather,district,0.62,"{""intent"": ""smalltalk_weather"", ""scope"": ""district"", ""confidence"": 0.62}",smalltalk_weather,district,0.62,True,2119.2
Qwen3-4B-v7,o do co nang khong?,True,2,current_weather,ward,0.8,"{""intent"": ""temperature_query"", ""scope"": ""ward"", ""confidence"": 0.8, ""rewritten_query"": ""Nhiệt độ ở phường Xuân Phương có thay đổi không?""}",temperature_query,ward,0.8,False,4067.3
Qwen3-4B-v7,Cần chuẩn bị gì?,True,2,weather_alert,city,0.8,"{""intent"": ""smalltalk_weather"", ""scope"": ""city"", ""confidence"": 0.8, ""rewritten_query"": ""Hôm nay đi làm ở Hà Nội cần chuẩn bị gì không?""}",smalltalk_weather,city,0.8,False,4258.0
Qwen3-4B-v7,Hôm qua ở Thanh Xuân có mưa to không?,False,1,historical_weather,district,0.74,"{""intent"": ""historical_weather"", ""scope"": ""district"", ""confidence"": 0.74}",historical_weather,district,0.74,True,2118.2
